Id	Sentiment	Instagram Comment Text
783	positive	"Terima kasih PT <PROVIDER_NAME> , kiriman GRATIS <PROVIDER_NAME> Home-nya sudah tiba."
784	positive	Kualitas sinyal 4G <PROVIDER_NAME> ikut melengkapi meriahnya festival tersebut. 
785	positive	saya pindah ke <PROVIDER_NAME> yang memang sudah terbukti
786	negative	Ini sinyal H+ palsu. Seperti H+ rasa edge. <PROVIDER_NAME> <PROVIDER_NAME> 
787	negative	Pelanggan <PROVIDER_NAME> <PROVIDER_NAME> yg ada di area #Pandeglangkota dirugikan krn jaringan telponnya rusak dan tidak diperbaiki
788	negative	 Hati-hati Tukang Tipu!! <PROVIDER_NAME>
789	negative	Sedih. Pakai <PROVIDER_NAME> 4G gak stabil.
790	negative	Jarigan <PROVIDER_NAME> lelet. Karena gangguan atau rusak ya
791	negative	"Daerah Jagakarsa, pakai <PROVIDER_NAME> sinyalnya jelek, yang satu H+ gak dapat 4G, yang satu dapat 4G tapi gak ada sinyal?"
792	negative	<PROVIDER_NAME> cacat
793	positive	Ini baru #koneksi #internet #4g <PROVIDER_NAME> <URL> 
794	positive	<PROVIDER_NAME> BagiBerkah ...gak ada kata susah ..cukup sekali sentuh jadi mudah dan berfaedah
795	negative	<PROVIDER_NAME> tumbang di kota Semarang
796	negative	Kuotaku masih banyak internetan aja gak bisa <PROVIDER_NAME> <PROVIDER_NAME>Care <PROVIDER_NAME> 
797	negative	Selalu Lemot <PROVIDER_NAME>
798	positive	<PROVIDER_NAME> BerbagiBerkah karena berbagi itu menyenangkan apalagi sama orang yang kita sayangi.
799	positive	Santai pakai <PROVIDER_NAME> <PROVIDER_NAME>4G <PROVIDER_NAME>BagiBerkah bisa diandalkan
800	positive	banyak yang masih setia memggunakan <PROVIDER_NAME>
801	positive	"Yang saya pengen <PROVIDER_NAME> selangkah lebih maju dari yang lain baik layanan ataupun jaringan 3G atau 4G,"
802	positive	Yuk pakai <PROVIDER_NAME> Rp1 gratis 1GB
803	positive	Lebaran tetap pakai <PROVIDER_NAME> yaa #Rp1 gratis 1GB
804	positive	sinyal 4G <PROVIDER_NAME> dipalembang lancar
805	positive	Keren di rembang ada sinyal 4G <PROVIDER_NAME>
806	positive	sinyal <PROVIDER_NAME> kuat banget
807	positive	4G <PROVIDER_NAME> dapat banget disini
808	positive	"Berkat <PROVIDER_NAME> mudiknya jd nyaman,mampir ke posko pun senang.."
809	positive	Terimakasih <PROVIDER_NAME>
810	positive	untungnya sudah pakai <PROVIDER_NAME>
811	positive	Alhamdulillah masih #setia dengan <PROVIDER_NAME>.. terbaik
812	positive	"<PROVIDER_NAME> memang jauh lebih murah dari <PROVIDER_NAME>, banyak bonusnya lagi"
813	negative	RT <USER_MENTION>: Buat <PROVIDER_NAME> setelah kuota habis saya mau ganti provider  
814	negative	<PROVIDER_NAME> memang jancok! sinyal payah
815	negative	saya paling tidak pernah pakai  <PROVIDER_NAME>
816	negative	RT <USER_MENTION>: Belum ada permintaan maaf dan pernyataan apapun?  Lanjut boikot <PROVIDER_NAME> #Boikot<PROVIDER_NAME> <URL>
817	negative	<PROVIDER_NAME> masa kuota malam saya sudah habis duluan? Logikanya dimana? <URL>
818	negative	"RT <USER_MENTION>: <PROVIDER_NAME> ini <PROVIDER_NAME> di sini jaringan 4G nya penuh, cuma ga mau konek ke internet..."
819	positive	Sinyal 4g nya stabil nih. mantap <PROVIDER_NAME> <URL>
820	negative	"Fungsinya data lokal, 4G sama Flash apa? Toh mau 4G atau 3G yang terpakai duluan data lokalnya. mahal lagi. <PROVIDER_NAME>"
821	positive	"Hore, dapat makan malam gratis hari ini karena <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>"
822	negative	"Wajar saja <PROVIDER_NAME> dihack, harga mahal banget dan koneksi lambat lagi <PROVIDER_NAME>mahal <PROVIDER_NAME> "
823	positive	*ganti* paket <PROVIDER_NAME>  5Gb langsung lancar dan #TransaksiNormal
824	negative	Selalu saja ada masalah #Indonesia <PROVIDER_NAME> #konsumen <USER_MENTION>
825	positive	Alhamdulillah gratisan youtube dari <PROVIDER_NAME> pada bulan Ramadhan ini berfaedah sekali.
826	negative	<PROVIDER_NAME> KENAPA. sinyal hilang mulu
827	negative	Data yang sama sekali tidak ada manfaatnya.  <PROVIDER_NAME> <URL> …
828	negative	<PROVIDER_NAME> goblok banget sih sekarang <PROVIDER_NAME> #jadimurahan 
829	negative	Padahal udah settingan 3G tapi kenapa kuota 3G tidak bisa dipakai malah menguras pulsa yaa? #Tanya <PROVIDER_NAME>
830	negative	Sudah mahal sinyalnya jelek lagi... <PROVIDER_NAME> bangsat anjing...
831	negative	Jeleknya jaringan internet. <PROVIDER_NAME>
832	negative	Cuma di area Pandeglang kota.. jaringan <PROVIDER_NAME> buruk jelek. Kejadian ini sudah berlangsung sebulan lamanya. <PROVIDER_NAME>Care <PROVIDER_NAME>payah <PROVIDER_NAME> harus dihack
833	negative	"benar2 kacau. Baru isi kuota, datanya langsung habis. <PROVIDER_NAME> "
834	positive	<PROVIDER_NAME> ayo kamu bisa
835	positive	Mending ngopi nyantai sambil dengar musik klasik di youtube gratis dari jaringan <PROVIDER_NAME> yang keren
836	positive	ada banyak fitur  dari Kartu Perdana <PROVIDER_NAME> yg udah 4.5G <PROVIDER_NAME>Youtube1tahun <PROVIDER_NAME>_Jabo <USER_MENTION>
837	positive	"Hari minggu masuk kerja tapi gak ada yang dikerjain, ujung2nya mencari lapak terus rebahan sambil denger musik di youtube. <PROVIDER_NAME> top deh"
838	positive	Sekarang enak belanja online. Sinyal kuat dan kencang pakai <PROVIDER_NAME>. 
839	positive	Mantap! Paket <PRODUCT_NAME> dari <PROVIDER_NAME> bikin mupeng. Banyak <PRODUCT_NAME>nya! 
840	positive	Selain bonus THR dapat bonus dari <PROVIDER_NAME> yang begini nih yang bikin hati senang juga.. 
841	positive	"Pagi ini saya sahur di Purwakarta, dan disini sinyal <PROVIDER_NAME> nya bagus banget"
842	positive	"Astaga udah sore aja. Keasyikan main hape. Sinyal lancar, hebat emang <PROVIDER_NAME>"
843	positive	"Kadang, saya juga cari referensi di youtube yang merupakan gudang informasi keren. <PROVIDER_NAME> youtube an tanpa kuota bisa streaming lancar"
844	positive	belajar mengedit video di youtube jadi enak dan cepat paham kalo jaringan <PROVIDER_NAME> lancar dan kencang begini.
845	positive	"Tethering pakai kartu <PROVIDER_NAME> sinyalnya kencang badai, apalagi kalau lagi browsing"" mencari bahan artikel. Dijamin lancar."
846	negative	Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! boikot <PROVIDER_NAME> #Boikot<PROVIDER_NAME>
847	negative	Ayo yang masih pakai kartu <PROVIDER_NAME> Segera buang ke Got ya
848	negative	#Boikot<PROVIDER_NAME>..saatnya hijrah ke ..selamat tinggal <PROVIDER_NAME>..
849	positive	Alhamdulillah Kuota <PROVIDER_NAME> banyak yang murah
850	negative	"Sudah tarifnya paling mahal, ditambah jaringan yang semakin hari semakin susah! <PROVIDER_NAME> mengesalkan banget "
851	negative	"<PROVIDER_NAME> Pulsanya masih ada, TM masih banyak, mau nelpon ke sesama simpati katanya pulsa gak cukup, kampret ini <PROVIDER_NAME> "
852	positive	Tiba-tiba ada sinyal 4g di rumahku.  Biasanya gak ada.. lancar juga. <PROVIDER_NAME>
853	negative	"Tadinya berharap paling bagus untuk kerja online,Ternyata internetnya tidak seSimpati namanya <PROVIDER_NAME> <URL>"
854	negative	Jaringan internet <PROVIDER_NAME> di sumba timur parah....
855	negative	Kualitas jaringan <PROVIDER_NAME> sangat menurun di wilayah Sukabumi.
856	negative	Ternyata tidak cuma saya yang mengeluh karena sinyal atau pelayanan <PROVIDER_NAME> dalam jaringan internet masih kurang
857	negative	"Sudah tengah malam, jaringan kok masih super lelet <PROVIDER_NAME> gak berkualitas"
858	negative	Sinyal <PROVIDER_NAME> yang sangat menyedihkan
859	negative	<PROVIDER_NAME> makin bangsat kalau dibiarin
860	negative	<PROVIDER_NAME> memang bangsat gemas duh
861	negative	Signal <PROVIDER_NAME> Mentari makin lama makin memprihatinkan. Saatnya memikirkan untuk ganti kartu. Kecewa <PROVIDER_NAME>
862	negative	<PROVIDER_NAME> apakah <PROVIDER_NAME> lagi gangguan di daerah kramat jati? Sumpah sudah lelet banget padahal sudah 4g 
863	negative	"<PROVIDER_NAME> kenapa <PROVIDER_NAME> super lelet? 4g tp kecepatan 0,1 1 kb/s. gangguan atau gimana sih? "
864	negative	tai <PROVIDER_NAME>
865	negative	"Ya allah. Kalau hujan sinyal <PROVIDER_NAME> kaya lagunya Kotak ""Pelan Pelan Saja"""
866	negative	bikin kelar <PROVIDER_NAME> 
867	negative	<PROVIDER_NAME> Hooq sangat tidak bermanfaat. Beli kuota bisa menonton di youtube gak perlu Hooq #rugi <PRODUCT_NAME> #kuota <PROVIDER_NAME> 
868	negative	<PROVIDER_NAME>  Di daerahku udah 3 hari  trouble mulu
869	negative	"sisa 2 hari kuota <PROVIDER_NAME> <PROVIDER_NAME> tapi sudah dibilang habis, gimana ini!"
870	negative	Jaringan simpati anjir banget akhir2 ini. <PROVIDER_NAME>
871	negative	Dan terjadi lagi <PROVIDER_NAME> tai
872	positive	Untung pakai <PROVIDER_NAME> walaupun jauh dari rumah tapi Alhamdulillah semua urusan beres.
873	negative	jaringan <PROVIDER_NAME> flash untuk daerah aceh singkil kok gak stabil <PROVIDER_NAME>
874	negative	<PROVIDER_NAME> tarif mahal dengan sinyal parah.
875	negative	"Jadi, sudah seminggu ini saya digangguin sama bunyi SMS dari <PROVIDER_NAME>. Ada promo, katanya.… <URL> "
876	negative	Oh jariangan kenapa <PROVIDER_NAME>
877	negative	Tiap jam 12 malam ke atas hancur koneksinya <PROVIDER_NAME>
878	negative	Sedih saya kalau beli paket internet <PROVIDER_NAME>
879	positive	Hobi ngecek <PRODUCT_NAME> kali aja ada promo kuota internet buat penguna setia <PROVIDER_NAME> ternyata ada. Alhamdulillah rejeki anak biasa
880	negative	<PROVIDER_NAME> setelah dihack malah tambah mahal
881	negative	Jaringan lelet <PROVIDER_NAME>
882	negative	<PROVIDER_NAME> lagi gangguan ya??
883	negative	<PROVIDER_NAME> hancur jaringannya
884	negative	Setiap isi pulsa belum dipakai pasti hilang mohon pejelasannya buat <PROVIDER_NAME>
885	negative	<PROVIDER_NAME> memang bikin sebal 
886	negative	4G LTE <PROVIDER_NAME> sedang bermasalah
887	negative	<PROVIDER_NAME> luar biasa parah 2 hari cuma buang2 kuota... payah <PROVIDER_NAME> <PROVIDER_NAME> <PROVIDER_NAME>
888	positive	koneksinya makin lancar pakai <PROVIDER_NAME> 
889	positive	pakai sinyal <PROVIDER_NAME> lancar. <PROVIDER_NAME> memang yess!! 
890	positive	"Data-data kerja jadi lebih cepat dicari kalau internetnya pakai <PROVIDER_NAME>,"
891	positive	"<PROVIDER_NAME> memang juara, dari tadi nonton Youtube kuota masih full aja XD"
892	positive	Kenikmatan yang bisa didapatkan saat menjadi pengguna <PROVIDER_NAME> adalah menonton youtube gratis selama setahun
893	positive	Upload file yang besar juga sangat mudah dengan <PROVIDER_NAME>. Karena jaringan internetnya sangat cepat. Alhamdulillah
894	positive	"Untungnya pake <PROVIDER_NAME>, pekerjaan gua lancar :))"
895	positive	Siang ini nyoba bonus telpon pakai kartu <PROVIDER_NAME> baru. Aman lancar jaya suaranya meski cuaca hujan.
896	positive	"Pantesan lancar ya, sinyal <PROVIDER_NAME> yang 4G lancar sekali di lombok timur"
897	positive	Alhamdulillah lancar pakai <PROVIDER_NAME>
898	positive	"Untung pakai internet <PROVIDER_NAME>, lancar, jadi dapat banyak ide."
899	positive	"di tempat ramai seperti di lokasi wisata, <PROVIDER_NAME> tetap jaya."
900	negative	Sinyal <PROVIDER_NAME> amsyong d stadion gajayana
