project_ending,rating,text,sentiment
Completed,,"Terimakasih mas, semoga bisa dipertahankan dan ditingkatkan kualitasnya. Saya sangat senang project saya bisa berhasil. Di tunggu project berikutnya ya mas..",1
Completed,,"Keren mas mantap kerjanya,,,",1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,Terimakasih plugin sudah selesai sesuai pesanan.,1
Completed,,Terima kasih. Project sudah diselesaikan dengan baik.,1
Completed,,spesialis wordpress. mantap. makasih banyak,1
Completed,,Pekerjaan dilakukan sangat cepat. Super!,1
Completed,,Excellent!,1
Completed,,Thanks. Sangat cepat diselesaikan dan diperbaiki.,1
Completed,,Terima kasih bro.,1
Completed,,Terima kasih sudah menyelesaikan dengan baik dan cepat.,1
Completed,,thanks gan!,1
Completed,,Website sudah berfungsi di server yang baru. Cepat dan komunikasi lancar. Terima kasih.,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,Mantap mas,1
Completed,,"Makasih mas, mantap!!!",1
Completed,,Pekerjaan Sangat Cepat dan Memuaskan. Recommended Freelancer ya..,1
Self Mediation,,,1
Completed,,,1
Completed,,Selesai tepat waktu dan sesuai spesifikasi. Terima kasih.,1
Completed,,Terima kasih mendapat ilmu baru,1
Completed,,Recomended pokoknya jgn ragu,1
Completed,,Terima kasih banyak,1
Completed,,Mantap jiwa... Makasih banyak ya mas...,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,,1
Completed,,Luar Biasa Pengerjaan Sempurna dan Sesuai Harapan... Rekomended Pokoknya.,1
Completed,,Terima kasih banyak atas kerjasamnya.,1
Self Mediation,,,1
Completed,,Terima kasih..... .........,1
Completed,,"makasi gan, ditunggu penawaran selanjutnya, sukses!",1
Completed,,,1
Completed,,Terima kasih.......,1
Completed,,ok mantap skillnya,1
Completed,,Hasilnya sangat memuaskan dan selalu siap untuk memperbaiki bugs jika ada.,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,"Pekerjaan sesuai dengan ekspetasi, pak Rahmannya profesional dan komunikasinya lancar. Terima kasih",1
Completed,,Senang bisa berkerja sama dengan worker,1
Completed,,"Seperti biasa, project diselesaikan tepat waktu dan hasil nya sangat memuaskan. Respons yg cepat dan komunikasi juga sangat lancar. Thanks.",1
Completed,,"Hasilnya selalu bagus, mohon dibantu kalau ada kendala nanti",1
Completed,,Good Worker,1
Completed,,Mantap. Berkualitas. Tepat waktu,1
Completed,,Sip keren pekerjaannya.,1
Completed,,Terima kasih atas kerja samanya,1
Completed,,"mantap,cepat!",1
Completed,,"Great partner, have excelentt talent",0
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,mantap kerjaannya,1
Completed,,"Thanks U, sangat expert di bidangnya.",1
Completed,,"Keren, sesuai harapan",1
Completed,,Hasil kerja sangat memuaskan dan tepat waktu,1
Completed,,Skill yg mantap........,1
Completed,,"Bagus, sesuai harapan",1
Completed,,"Skill full, recomended",1
Completed,,Mantap Mas tepat waktu dan sesuai ekspektasi,1
Completed,,Terima kasih,1
Completed,,Recommended Worker!,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,5 Stars Worker!,0
Completed,,kualitas agan ini emang top,1
Completed,,luar biasa. keren pokoknya,1
Completed,,GREAT JOB! ★★★★★,1
Completed,,terima kasih........,1
Completed,,Thank you gann designnya baguss sukaaaa,1
Completed,,Project yang ke-10 dengan super worker!,1
Completed,,Kerja luar biasa... next project ya bos.,1
Completed,,Mantap... pertahankan,1
Completed,,Project ke sekian kalinya dengan mas idlamalif. GREAT!,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,"Mantap kerjaanya selalu memuaskan, next order besok bos. Trimz",1
Completed,,7 Stars!!,0
Completed,,"Terima kasih, Anda luar biasa :)",1
Completed,,Auto-rated by system.,0
Completed,,Pekerjaannya benar2 memuaskan... langsung sesuai harapan. recomended worker agan satu ini!,1
Completed,,Sangat komunikatif,1
Completed,,,1
Completed,,Thank you Mas!,1
Completed,,Great! Recommended!,1
Completed,,Good work. Terimakasih untuk kerjasamanya.,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,Auto-rated by system.,0
Completed,,GOOD JOB!Lanjut di Next Project ya Mas!,1
Completed,,good worker,1
Completed,,sangat memuaskan sesuai permintaan saya,1
Completed,,Terimakasih atas kerjasamanya Mas Rahman (idlamalif) . Semoga dipertemukan di project - project berikutnya,1
Completed,,well done mas..,1
Completed,,TOP WORKER!!! RECOMMENDED 100%,1
Completed,,Komunikasinya enak.. Thanks,1
Completed,,Makaish bro... qualitas oke..,1
Completed,,Hasil pekerjaannya bagus.. selalu memuaskan,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,Mantap hasilnya...,1
Completed,,Super .. super memuaskan. kerjanya cepat hasilnya mantap,1
Completed,,"Goog job gan, cepat dan sesuai konsep :)",1
Completed,,Agan satu ini sangat sabar.. banyak revisi selalu di kerjakan.. komunikasi juga gampang...,1
Completed,,Professional! Cepat! Great Work! Project ke-2 dengan idlamalif.Mohon kerjasama untuk project2 selanjutnya!!,1
Completed,,terima kasih banyak,1
Completed,,,1
Completed,,terima kasih untuk pengerjaannya,1
Completed,,"Good good good, semoga bisa kerja sama lagi lain waktu",1
Completed,,"design-nya bagus,",1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,terimakasih pekerjaan sesuai dengan yang di inginkan :D,1
Completed,,"Hasil kerjaannya keren, rapi, dan cepat, komunikasi lancar",1
Completed,,,1
Completed,,,1
Completed,,Terimakasih atas kerjasamanya,1
Completed,,Thanks untuk kerja samanya. Hasil nya bagus dan selesai tepat waktu.,1
Completed,,Keren pak... maaf baru liat...,0
Completed,,pekerjaan selesai dengan baik. terima kasih,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"Work fast, komunikasi lancar, sesuai dengan target.",1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,proses kerjanya mantap!,1
Completed,,Order Ke #3 saya dgn Mas Rahman. Via penunjukan langsung dan private project.,1
Completed,,Worker menyelesaikannya tepat waktu dengan hasil yang baik,1
Completed,,Order ke #2 Saya :,0
Completed,,,1
Completed,,"Sangat profesional dalam mengerjakan project, komunikasi sangat lancar, dan hasilnya pun sangat memuaskan. Great Work",1
Completed,,Highly Recommended! Kurang dari 24 jam sudah DONE!!,0
Completed,,akan di invite di project project yang sesuai dengan mas bro ini.,1
Completed,,banyak memudahkan pekerjaan saya. good jobs,1
Completed,,100 / 100 TOP! Kerja Cepat dan Hasil Memuaskan!,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,recommended worker,1
Completed,,"mantab, pengerjaan cepat",1
Completed,,"sip, mantap sekali. semoga sukses mas",1
Completed,,Pekerjaan diselesaikan sangat cepat dan sesuai dengan harapan. Hasil pekerjaan sangatlah rapi. Terima kasih atas kerjasamanya.,1
Completed,,Bagus dan mantap... expert di bidangnya. tepat waktu dan komunikatif. Top deh. (y),1
Completed,,"Mas Idlamalif menyelesaikan project dengan hasil yang memuaskan. Hasil sesuai brief, pekerjaan selesai dengan cepat, dan komunikasi lancar. Keep up the good work!",1
Completed,,,1
Completed,,"Sudah 2 project, dan hasil kerja sesuai keinginan.",1
Completed,,Hasil kerja cepat dan sesuai harapan. Terimakasih kerjasamanya!,1
Completed,,Semoga bisa bekerja sama kembali mas.,1
Completed,,"Terima kasih, sudah bekerja sama dengan saya. Semoga bisa berkolaborasi lagi di next project.",1
Completed,,Kerja cerdas! Terimakasih banyak pak!,1
Completed,,Pak Munir orang yang profesional dan sabar dalam menghadapi revisian yang terjadi dalam progress project.,1
Completed,,Worker profesional dan recommended. Good job.,1
Completed,,Sangat komunikatif meskipun ada sedikit miskomunikasi di awal namun tetap stood up untuk menyelesaikan project . Sangat recommended,1
Completed,,"Cepat dan Bagus, recommended..",1
Completed,,"Pekerjaan dilakukan dengan sangat baik, dan komunikasi juga sangat lancar. Sukses terus.",1
Completed,,sudah di kerjakan sesuai permintaan,1
Completed,,Sangat terbantu dan sangat profesional. Semoga next project bisa hadle lagi.,1
Completed,,,1
Completed,,"Thanks mas, project berjalan dengan lancar, semoga bermanfaat...",1
Completed,,Terimakasih kerjasamanya mas.,1
Completed,,Terima kasih Mas.,1
Completed,,Really best owner! Thank you pak,1
Completed,,Really best owner!!! Thank you pak,1
Completed,,"Really good owner!! Penjelasan materi lengkap dan jelas, komunikatif! Thank you pak",1
Completed,,,1
Completed,,terima kasih mas atas kerjasamanya semoga kelak bisa kerjasama kenbali,1
Completed,,,1
Completed,,"Terima kasih atas kepercayaan yang telah diberikan kepada saya, dan saya berharap bisa bekerja sama lagi nantinya",0
Completed,,Joss hasilnya,1
Completed,,"worker sangat bagus dalam pengkodingan,sesuai request spesifikasi yang diajukan",1
Completed,,Mantap kerjanya,1
Completed,,Mantappp recomended .  fast respond pengerjaan nya sesuai yg di inginkan ...,0
Completed,,mantap bagus pelayananya fast respon,1
Completed,,Friendly worker,1
Completed,,Worker Sangat Pro dalam bidang Programmer Android,1
Completed,,ok makasih telah membantu sy,1
Completed,,"Project selesai dengan hasil yang baik dan sesuai dengan ekspetasi, walaupun saya sering minta ubah-ubah fitur dan tetap dikerjakan, mantap, saran lebih responsif lagi mas dalam chat selebihnya sangat oke, recomended worker!",1
Completed,,"Siap terimakasih mas, aplikasi sudah sesuai",1
Completed,,terima kasih jobnya,1
Completed,,GOOD WORKER,1
Completed,,,1
Completed,,Siiippp....,1
Completed,,siiipp gan.,1
Completed,,Ok terimakasih mas,1
Completed,,nice. recommended.,1
Completed,,Auto-rated by system.,0
Completed,,TERIMA KASIH ATAS KERJASAMANYA,1
Completed,,good skills n fast respon,1
Completed,,jangan ragu pilih worker ini,1
Completed,,terima kasih jobnya,1
Completed,,Terimakasih mas,1
Completed,,"Mantab dah pokoknya, yaa mungkin agak lambat aja di komunikasinya",2
Completed,,,1
Self Mediation,,,1
Completed,,pekerjaan rapi cepat rapi sesuai keinginan,1
Completed,,"Good job, kerjanya cepet dan bagus hasilnya. Thanks",1
Completed,,Good job!!! Thank you!,1
Self Mediation,,,1
Completed,,"Terima kasih, semoga bisa bekerja sama lagi.",1
Completed,,"Mantap, masnya profesional dan hasil kerja memuaskan.",1
Completed,,terima kasih jobnya,1
Completed,,OK OK,1
Completed,,hasil pekerjaan baik,1
Completed,,Great worker. Communication skill needs improvement. Thanks.,1
Completed,,Auto-rated by system.,0
Completed,,"good skill, good spirit",1
Completed,,terima kasih atas bantuannya mas,1
Completed,,"MANTAP GILA MAH WORKER INI, SANGAT REKOMEN !",1
Completed,,"Good, sesuai permintaan",1
Completed,,Terima kasih banyak atas bantuannyaa,1
Completed,,thanks mas atas bantuannya,1
Completed,,terima kasih jobnya,1
Completed,,Good job bro.,1
Completed,,Good job and semoga kita bisa bekerja sama kembali..,1
Completed,,Profesional dan tepat waktu,1
Completed,,terima kasih mas.,1
Completed,,"Kerjanya bagus, rapih, good",1
Completed,,"Sangat puas dengan hasilnya dan sangat komunikatif, menyelesaikan masalah dengan cepat dan tepat.",1
Completed,,"Sangat kooperatif, ramah dan kerjanya cepat",1
Completed,,Good job excellence,1
Completed,,,1
Completed,,mantap mas nya selalu membantu dan ramah,1
Completed,,terima kasih jobnya,1
Completed,,Auto-rated by system.,0
Completed,,"Mas tlg dibantu settingnya dulu ya, hingga dari apk bisa masuk ke database saya dl",2
Completed,,"pekerjaan baik dan cepat, komunikasi juga bagus. Trmk mas Misbakhul Munir",1
Completed,,Sangat baik dalam pembuatan aplikasi. Recommended,1
Completed,,Pengerjaan bagus sesuai dengan apa yang diharapkan.,1
Completed,,maju terus,1
Completed,,"Good jobs cukup berpengalaman di android dan website, sesuai dateline dan sesuai kesepakatan, thanks",0
Completed,,Pelayanan y sangat memuaskan dan sangat sabar,1
Completed,,Auto-rated by system.,0
Completed,,Good project,1
Completed,,terima kasih jobnya,1
Completed,,Terimakasih sudah membantu mengerjakan aplikasi PT Pertamina Power Indonesia,1
Completed,,Kerjaan Memuaskan,1
Completed,,Mohon tingkatkan pelayanan,1
Completed,,,1
Completed,,"Worker yang sangat baik, respon cepat, dan mengerti kebutuhan pelanggan. Komunikasi Baik. Semoga bisa bekerjasama lagi.",1
Completed,,"Terimkasih, selalu cocok dan cepat hasilnya",1
Completed,,Kerja cepat dan sesuai,1
Completed,,,1
Completed,,ok fast respon,1
Completed,,Thx ya...,1
Completed,,terima kasih jobnya,1
Completed,,pengerjaan cepat dan hasil sesuai dengan yang diharapkan,1
Completed,,Perlu ditingkatkan komunikasi dalam penyelesaian project biar tambah greget.,1
Completed,,"Project dilaksanakan dengan baik dan sesuai, recommended",1
Completed,,Mantap Rekomended sekali untuk mengerjakan project yg saya butuhkan,1
Completed,,sipp mas. professional,1
Completed,,good job. pekerjaan memuaskan,1
Completed,,,1
Completed,,recomended,1
Completed,,,1
Completed,,Pekerjaan cepat tetapi perlu penyamaan istilah yg dipakai agar sesuai dg kebutuhan aplikasi.,1
Completed,,terima kasih jobnya,1
Completed,,kerja cepet dan hasil memuaskan,1
Completed,,Terimakasih mas,1
Completed,,Keren nih mas nya,1
Completed,,"makasih mas, terus cepat ngerjainnya karena itu bikin seneng.",1
Completed,,Kerjanya cepat...,1
Completed,,"Sangat memuaskan, hasil sesuai yang diinginkan. Pengerjaan cepat dan tepat, respon yg baik menjadi nilai plus",1
Completed,,mantab banget,1
Completed,,thank mas.,1
Completed,,Recommended apps mobile untuk agan Misbakhul.Munir,1
Completed,,"Worker professional, siap sedia dalam mendengarkan tanggapan dr customer.. Reccomended sekali 👍",1
Completed,,terima kasih jobnya,1
Completed,,berpengalaman dan cepat kerjanya recomended,1
Completed,,"Sudah sesuai, tetapi perlu sedikit penyesuaian.. Di part 2 nnti",2
Completed,,terima kasih :),1
Completed,,makasih mas kerja cepatnya,1
Completed,,"Pekerjaan sangat baik, dan komunikasi lancar. Senang bisa bekerja sama dengan worker.",1
Completed,,Mantap dengan project yang dibuat. Semoga terus menjaga kualitasnya.,2
Completed,,"Terimakasih banyak hasilnya sangat memuaskan, tepat waktu, komunikasi mengenai pembahasan project sangat bagus dan cepat, pokoknya recomended freelancer. Senang bekerjasama dengan Mas Misbhakul Munir  :)",1
Completed,,cepat selesai,1
Completed,,Nicessssssss,1
Completed,,Semoga bisa kerja sama kembali..,1
Completed,,terima kasih jobnya,1
Completed,,komunikasi lancar jaya... saya sangat terbantu sekali.. terimakasih...,1
Completed,,terimakasih ya,1
Completed,,"Kerjanya cepat, hasilnya bagus.. komunikasi juga lancar..",1
Completed,,,1
Completed,,Terima kasih,1
Completed,,"Sangat memuaskan, kalau ada bug nanti tolong di bantu, saya minta kirimkan file data web dan apknya mas",0
Completed,,Bp Munir telah berhasil menyelesaikan pekerjaan sesuai dengan spesifikasi yang diinginkan.,1
Completed,,,1
Completed,,"Sip, good job",1
Completed,,Hasil sesuai harapan dan komunikasi juga baik.,1
Completed,,terima kasih jobnya,1
Completed,,"Bagus hasilnya, komunikasi juga baik.",1
Completed,,"Komunikasi dan hasil kerja bagus,",1
Completed,,Bagus komunikasi dan hasil kerjanya.,0
Completed,,,1
Completed,,"Sudah selesai sesuai keinginan saya, Terimakasih mas :)",1
Completed,,Worker sangat kompeten dan cepat memahami flow proses yang diberikan. Good job!,1
Completed,,very good work,1
Completed,,Proses cepat dan hasil memuaskan..thnks,1
Completed,,pekerjaan sangat cepat terimakasih,1
Completed,,"Terimakasih over all good, tinggal cek kedepannya aja aftersalesnya :D btw makasih mas",1
Completed,,terima kasih jobnya,1
Completed,,Auto-rated by system.,0
Completed,,"Sipp banget dah mas munir ini, bisa berkelanjutan nih...",0
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,Makasih mas..,1
Completed,,nice worker and good attitude. recommended worker.,1
Completed,,Good jobs........,1
Completed,,Pengerjaan sangat cepat.dan komunikasi lancar.,1
Completed,,,1
Completed,,terima kasih jobnya,1
Completed,,Lagi2 selesai secepat kilat. Mantabb ... gokillllssss.....,1
Completed,,Gila kerjanya cepet banget. Belom bayar dah kelar. GOKILL..... makasih mas. Recomended worker lah....,1
Completed,,"Well done. Expected more creative design, but not bad at all as starting point. Keep rocking!",0
Completed,,terima kasih jobnya,1
Completed,,puas sama hasilnya.,0
Completed,,Professional,1
Completed,,Bersahabat,1
Completed,,excellent work rate and know what he is doing,0
Completed,,ok sesuai target. terima kasih,1
Completed,,,1
Completed,,yess finish.,1
Completed,,terima kasih sudah sesuai,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,Cepat & Profesional,1
Completed,,Auto-rated by system.,0
Completed,,Auto-rated by system.,0
